id,entity_name,semantic_name
C3850098,Pre-Exposure Prophylaxis,Therapeutic or Preventive Procedure;
C3850144,Protein Aggregates,"Amino Acid, Peptide, or Protein;"
C3850151,Tundra,Geographic Area;
C3850557,aphanamixoid A,Organic Chemical;Biologically Active Substance;
C3850609,polymatin A,Organic Chemical;Pharmacologic Substance;
C3853018,Neocortical Molecular Layer,"Body Part, Organ, or Organ Component;"
C3853135,Somewhat controlled,Functional Concept;
C3853142,Well controlled,Functional Concept;
C3853210,Cookie,Food;
C3853212,Pancake,Food;
C3853342,Purple food coloring,Chemical Viewed Functionally;
C3853573,Granules dose form,Biomedical or Dental Material;
C3853647,In Situ Hybridization Staining Method,Molecular Biology Research Technique;
C3853734,viral process,Biologic Function;
C3853777,MOB4 gene,Gene or Genome;
C3854181,Nevus sebaceous,Neoplastic Process;
C3854327,Primary mucinous adenocarcinoma of lung,Neoplastic Process;
C3854375,Laser speckle contrast imaging,Diagnostic Procedure;
C3855203,Keytruda,"Amino Acid, Peptide, or Protein;Pharmacologic Substance;"
C3858536,transmission format,Intellectual Product;
C3858746,composite measure type,Intellectual Product;
C3858750,structure measure type,Idea or Concept;
C3858758,Reliable,Functional Concept;
C3860213,Autoinflammatory disorder,Disease or Syndrome;
C3869892,Small amount,Quantitative Concept;
C3870603,Anorectal,Qualitative Concept;
C3872566,Obstructive lesion,Finding;
C3872595,Human papillomavirus DNA,"Nucleic Acid, Nucleoside, or Nucleotide;Biologically Active Substance;"
C3872619,Dermatopathology service,Health Care Related Organization;
C3872639,Francisella tularensis tularensis DNA,"Nucleic Acid, Nucleoside, or Nucleotide;"
C3872830,Inflammatory lesion,Finding;
C3872952,Orthopedic cement curette,Medical Device;
C3873302,Secondary pulmonary alveolar proteinosis,Disease or Syndrome;
C3873362,Primary signet ring cell carcinoma of lung,Neoplastic Process;
C3873368,Multiple leiomyoma of lung,Neoplastic Process;
C3873447,No hyperkeratosis,Finding;
C3873493,Bone density above reference range,Finding;
C3873498,Longitudinal melanonychia,Finding;
C3873536,Florid reactive periostitis,Disease or Syndrome;
C3873617,Longstanding persistent atrial fibrillation,Pathologic Function;
C3873618,Complication of health care,Finding;
C3873692,Absorbent,Biomedical or Dental Material;
C3873699,Console (physical object),Manufactured Object;
C3873748,Harness,Manufactured Object;
C3873773,Therapeutic radiation phantom,Medical Device;
C3873825,Patient positioning system,Medical Device;
C3873858,Pillowcase,Manufactured Object;
C3873859,Duvet cover,Manufactured Object;
C3873887,Cytology specimen container,Medical Device;
C3874006,Tack,Medical Device;
C3874105,Object-positioning assistive device,Medical Device;
C3874276,Syringometaplasia,Cell or Molecular Dysfunction;
C3874536,Neonatal positioning/nesting device,Medical Device;
C3875150,Towards,Idea or Concept;
C3875252,Immature squamous metaplasia,Cell or Molecular Dysfunction;
C3875290,Cold skin,Finding;
C3875321,Inflammatory dermatosis,Disease or Syndrome;
C3875412,Paratesticular mass,Finding;
C3875483,Massive ovarian edema,Disease or Syndrome;
C3875757,Polyglyconate barbed suture,Medical Device;
C3876196,Shock-absorbing hip protector,Medical Device;
C3876259,Collagen dental regeneration membrane,Medical Device;
C3876417,Ceiling mount,Medical Device;
C3877278,Enzymatic sterilization process indicator,Medical Device;
C3877740,Multi-directional tomography x-ray system,Medical Device;
C3877991,Tooth extraction forceps,Medical Device;
C3878688,Expandable vaginal stent,Medical Device;
C3878950,Magnifying bar reader,Medical Device;
C3879564,Air-filled chair cushion,Medical Device;
C3880035,Secondary battery,Manufactured Object;
C3880779,Finger-stall,Medical Device;
C3881108,Biliary water-perfused manometric catheter,Medical Device;
C3881696,Spermatozoa filtration system,Medical Device;
C3881795,Endoscopic video imaging system,Medical Device;
C3882327,Fallopian tube dilator,Medical Device;
C3887486,Interstitial lung fibrosis,Pathologic Function;
C3887488,Skin depigmented,Finding;
C3887499,Renal cyst,Disease or Syndrome;
C3887511,Evidence,Idea or Concept;
C3887539,Umbilical region,Body Location or Region;
C3887595,Autophagosome,Cell Component;
C3887610,Disease related state,Finding;
C3887636,Ever,Temporal Concept;
C3887639,Autoimmune gastritis,Disease or Syndrome;
C3887644,Inflammatory infiltrate,Finding;
C3887658,"PULMONARY VENOOCCLUSIVE DISEASE 1, AUTOSOMAL DOMINANT",Disease or Syndrome;
C3887677,Suppurative Granuloma,Disease or Syndrome;
C3887709,Optic Neuropathy,Disease or Syndrome;
C3887785,"Platelet-Derived Growth Factor Subunit B, human","Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C3887804,Feeling upset,Mental Process;
C3887875,Visual field defects,Finding;
C3887897,Idiopathic atrophoderma of Pasini and Pierini,Disease or Syndrome;
C3888091,ASPSCR1/TFE3 FUSION GENE,Gene or Genome;
C3888518,CD20 antigen positive,Laboratory or Test Result;
C3888532,Vasculitic ulcer,Disease or Syndrome;
C3888910,CD30 positive,Laboratory or Test Result;
C3889525,FAAHP1 gene,Gene or Genome;
C3889661,High-Resolution Microendoscopy,Diagnostic Procedure;
C3889678,Institutional Review Board Independent Ethics Committee Subject Information Document,Intellectual Product;
C3889729,Carbon Nanoparticle-based Formulation,"Organic Chemical;Indicator, Reagent, or Diagnostic Aid;"
C3889996,Activated Lymphocytes Measurement,Laboratory Procedure;
C3890028,acinar cell of sebaceous gland differentiation,Organ or Tissue Function;
C3890043,Acoustic Coupling Fluid,"Indicator, Reagent, or Diagnostic Aid;"
C3890176,Psoriatic Juvenile Idiopathic Arthritis,Disease or Syndrome;
C3890184,ABCC6 wt Allele,Gene or Genome;
C3890377,Radioresistance,Conceptual Entity;
C3890400,Leukemic Cells Measurement,Laboratory Procedure;
C3890422,Post-Treatment Lyme Disease Syndrome,Disease or Syndrome;
C3890544,ARAFP3 gene,Gene or Genome;
C3890545,ARAFP1 gene,Gene or Genome;
C3890554,Physical Inactivity,Finding;
C3890598,Crown-Like Structure,Finding;
C3890737,Autoinflammatory Syndrome,Disease or Syndrome;
C3890885,Platelet-Derived Microparticle,Cell Component;
C3891065,Mucosal-Associated Invariant T-Cell,Cell;
C3891348,TRI-TAT1-1 gene,Gene or Genome;
C3891553,Pleroma <sponges>,Eukaryote;
C3891660,Tumor-Associated Macrophage,Cell;
C3891713,HHV8 ORF73 Gene,Gene or Genome;
C3891917,Ora <Scirtidae>,Eukaryote;
C3893246,subcellular entity,Cell Component;
C3893248,vesicular component,Cell Component;
C3893544,SER subcomponent,Cell Component;
C3893556,cell surface furrow,Cell Component;
C3893558,dinoflagellate sulcus,Cell Component;
C3893601,A axonemal microtubule,Cell Component;
C3893605,unencapsulated part of cell,Cell Component;
C3893647,basement membrane collagen trimer,Cell Component;
C3893723,curli,Cell Component;
C3894132,regulation of potassium ion import,Cell Function;
C3894785,positive regulation of globulin G,Molecular Function;
C3895646,primary palate development,Physiologic Function;
C3895894,epithelial cell apoptotic process,Cell Function;
C3896160,epithelium regeneration,Organ or Tissue Function;
C3896369,hydroxyproline O-arabinosyltransferase activity,Molecular Function;
C3896576,Direct Electrocortical Stimulation,Diagnostic Procedure;
C3896693,Bone Marrow-Derived Cell,Cell;
C3897005,Spinous Processes,Anatomical Structure;
C3897022,Type V Collagen Antibody,"Amino Acid, Peptide, or Protein;Immunologic Factor;"
C3897049,Green Fetal Membrane,Finding;
C3897120,Relatively Healthy,Intellectual Product;
C3897209,VHL Gene Mutation,Cell or Molecular Dysfunction;
C3897377,TSC2 Gene Mutation,Cell or Molecular Dysfunction;
C3897380,TP53 gene mutation,Cell or Molecular Dysfunction;
C3897381,TP53 Antibody,"Amino Acid, Peptide, or Protein;Immunologic Factor;"
C3897499,Statistical Analysis Documentation,Intellectual Product;
C3897615,Simple tic,Disease or Syndrome;
C3897620,Shade,Activity;
C3897780,Radiologic Imaging Procedure,Diagnostic Procedure;
C3897818,Prostate Imaging-Reporting and Data System,Classification;
C3897820,Promyeloblasts Measurement,Laboratory Procedure;
C3897861,Primary Goal to Cure the Cancer,Intellectual Product;
C3897876,Post inflammatory hydrocephalus,Disease or Syndrome;
C3897896,Placental Fibrinoid Deposition,Finding;
C3897941,Peritumoral,Spatial Concept;
C3898153,Necrotizing Funisitis,Disease or Syndrome;
C3898222,Mucosal Melanoma,Neoplastic Process;
C3898353,Mid Cell Fraction Measurement,Laboratory Procedure;
C3898356,Microscopic Findings Subcategory,Classification;
C3898547,MLH1 Gene Mutation,Cell or Molecular Dysfunction;
C3898590,Linear Array HPV Genotyping Test,Laboratory Procedure;
C3898701,Intraparenchymal Route of Administration,Functional Concept;
C3898774,Incomplete Maternal Surface of Placenta,Finding;
C3898777,Important,Qualitative Concept;
C3898785,Immunogenicity Specimen Assessments Vendor Name,Intellectual Product;
C3898881,Histone H3 Lysine 28,"Amino Acid, Peptide, or Protein;Biologically Active Substance;"
C3898897,Helpful,Qualitative Concept;
C3898900,Healthy,Qualitative Concept;
C3898981,Hardly at All,Finding;
C3899107,Follow-Up Care,Health Care Activity;
C3899187,Extranodal Extension,Neoplastic Process;
C3899234,Experimental Organism Benign Keratoacanthoma,Neoplastic Process;
C3899372,Dimorphic Erythrocyte Population,Laboratory Procedure;
C3899376,Digital Array,Molecular Biology Research Technique;
C3899378,Diffusion Coefficient,Quantitative Concept;
C3899551,Clinical Trial Site Feasibility Document,Intellectual Product;
C3899557,Clinical Trial Recruitment Plan,Intellectual Product;
C3899691,Chamorro Standard Time,Temporal Concept;
C3899746,CSF2 Antibody,"Amino Acid, Peptide, or Protein;Immunologic Factor;"
C3899764,CIC-rearranged sarcoma,Neoplastic Process;
C3899813,CD79,"Amino Acid, Peptide, or Protein;Immunologic Factor;"
C3899956,Basal Myofiber,"Body Part, Organ, or Organ Component;"
C3899988,Autosomal Recessive Disorder,Disease or Syndrome;
C3899989,Autosomal Dominant Disorder,Disease or Syndrome;
C3900052,Amnion Epithelium Necrosis,Pathologic Function;
C3900135,Aberrantly Conducted Complexes by ECG Finding,Finding;
C3900172,A Lot of the Time,Finding;
C3900467,Myrmecocystis cerebriformis,Fungus;
C3902567,Songius,Eukaryote;
C3902812,Halorubrum rubrum,Archaeon;
C3903866,Exotica,Eukaryote;
C3904792,Argyrosomus coronus,Fish;
C3905093,Centrosema molle,Plant;
C3906761,Donus,Eukaryote;
C3911006,Allantus basalis,Eukaryote;
C3913617,Ostorhinchus rueppellii,Fish;
C3913656,Oncochila,Eukaryote;
C3916367,Patchiella,Eukaryote;
C3927831,Elachista bengtssoni,Eukaryote;
C3930674,Raddiella,Plant;
C3931630,Oligoma,Eukaryote;
C3932614,Hendersonia,Fungus;
C3945174,Monoblastus innumerabilis,Eukaryote;
C3947079,Oleoguttula,Fungus;
C3955448,Norion,Eukaryote;
C3957121,Josephinia,Plant;
C3964102,Sonoma,Eukaryote;
C3976641,Comana corones,Eukaryote;
C3980091,Acidothrix,Fungus;
C3983927,Herthania,Eukaryote;
C3986744,Echinopsis spachiana,Plant;
C3990150,Thecalia,Eukaryote;
C3990310,Caseolus,Eukaryote;
C4011985,No oral cleft,Finding;
C4018871,Abnormality of the respiratory system,Anatomical Abnormality;
C4012395,Congenital disorder of glycosylation type 1y,Disease or Syndrome;
C4013103,Narrowed vessels,Finding;
C4013177,Enlarged nuclei with central pallor,Finding;
C4013247,Neurogenic changes,Finding;
C4013248,Fiber-type grouping pattern,Finding;
C4013426,Bronchial carcinoid,Neoplastic Process;
C4013639,Yellowish-brown enamel,Finding;
C4013640,Thin enamel layer,Finding;
C4013844,Tigroid-appearing fundus,Finding;
C4013899,Villous blunting,Finding;
C4014099,Poor T-cell mitogen response,Finding;
C4014106,Abscess formation,Finding;
C4014149,Telangiectatic lesions,Finding;
C4014154,Atrophy of epidermis,Finding;
C4014164,Lymphoproliferation,Finding;
C4014328,Epithelial thickening,Finding;
C4014330,Basket-weave appearance of spinous layer,Finding;
C4014359,Poor fixation,Finding;
C4014444,White matter vacuolization,Finding;
C4014569,No hair regrowth,Finding;
C4014730,Eschar formation,Finding;
C4014733,Follicular hyperplasia,Finding;
C4014795,"AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 1",Disease or Syndrome;
C4014891,Renal abnormalities,Anatomical Abnormality;
C4015134,Intercellular edema from basal layer to mid-spinous layer,Finding;
C4015208,Regular acanthosis,Finding;
C4015209,Normal granular layer,Finding;
C4015216,Lymphocytic enteropathy,Finding;
C4015226,Granulomatous lymphocytic interstitial lung disease,Disease or Syndrome;
C4015236,Sterile pustules,Finding;
C4015272,Small testicular volume,Finding;
C4015278,Non pruritic,Finding;
C4015731,No erythema,Finding;
C4017082,"MENINGIOMA, SOMATIC",Finding;
C4018823,Primary functional limitation,Clinical Attribute;
C4020635,Human Phenotype Ontology,Intellectual Product;
C4020718,Wide nasal ridge,Finding;
C4020732,Mitochondrial abnormalities,Anatomical Abnormality;
C4020741,ACTH-dependent hypercortisolemia,Disease or Syndrome;
C4020753,Intimal fibrosis,Disease or Syndrome;
C4020804,Abnormal hyaline collagen,Anatomical Abnormality;
C4020880,Ruddy face,Finding;
C4020969,Inflammatory abnormality of the eye,Disease or Syndrome;
C4021028,Pseudo-fractures,Anatomical Abnormality;
C4021061,Testicular fibrosis,Pathologic Function;
C4021063,Multiple trichilemmomata,Finding;
C4021125,Secretory adrenocortical adenoma,Neoplastic Process;
C4021157,Generalized abnormality of skin,Anatomical Abnormality;
C4021233,Prominent corneal nerve fibers,Anatomical Abnormality;
C4021331,Bullet-shaped toe phalanx,Anatomical Abnormality;
C4021567,Central heterochromia,Sign or Symptom;
C4021730,Lamina lucida cleavage,Finding;
C4021768,Abnormality of metabolism/homeostasis,Finding;
C4021790,Abnormality of the skeletal system,Anatomical Abnormality;
C4021794,Abnormality of the adrenal glands,Anatomical Abnormality;
C4021875,Tall chin,Anatomical Abnormality;
C4021961,Neoplasm of the nail,Neoplastic Process;
C4021967,Pancreatic aplasia,Finding;
C4021985,Germ cell neoplasia,Neoplastic Process;
C4022013,Multiple glomerular cysts,Pathologic Function;
C4022015,Calcification of cartilage,Pathologic Function;
C4022025,Asymmetric growth,Finding;
C4022161,Increased endomysial connective tissue,Finding;
C4022537,Triangular tongue,Disease or Syndrome;
C4022837,C3 nephropathy,Disease or Syndrome;
C4022867,Spider hemangioma,Disease or Syndrome;
C4022877,Verrucous papule,Anatomical Abnormality;
C4022950,Abnormal homeostasis,Finding;
C4023112,Acute infectious pneumonia,Disease or Syndrome;
C4023113,Small vessel vasculitis,Disease or Syndrome;
C4023183,Abnormality of facial soft tissue,Anatomical Abnormality;
C4023398,Congenital abnormal hair pattern,Congenital Abnormality;
C4023440,Cleft earlobe,Anatomical Abnormality;
C4023457,Short face,Anatomical Abnormality;
C4023524,Acute esophageal necrosis,Pathologic Function;
C4023695,Abnormal number of hair whorls,Finding;
C4023716,Nodular changes affecting the eyelids,Finding;
C4023739,Low alkaline phosphatase of hepatic origin,Finding;
C4023795,Ectopic thymus tissue,Finding;
C4024155,Narrow nasal septum,Anatomical Abnormality;
C4024166,Crumpled ear,Finding;
C4024202,Tooth agenesis,Congenital Abnormality;
C4024340,Proximal/middle symphalangism of 3rd finger,Anatomical Abnormality;
C4024608,Necrotizing myopathy,Disease or Syndrome;
C4024780,Almond-shaped palpebral fissure,Finding;
C4024787,S-shaped palpebral fissures,Finding;
C4024834,Multiple cutaneous malignancies,Neoplastic Process;
C4024877,Hyperpigmented/hypopigmented macules,Finding;
C4024923,Diffuse white matter abnormalities,Anatomical Abnormality;
C4025027,Repeated pneumothoraces,Disease or Syndrome;
C4025028,Intraalveolar nodular calcifications,Finding;
C4025048,Elongated radius,Anatomical Abnormality;
C4025055,Hypoplasia of the tooth germ,Finding;
C4025145,Cortical irregularity,Anatomical Abnormality;
C4025218,Vasculitis of large artery,Disease or Syndrome;
C4025219,Nodular inflammatory vasculitis,Disease or Syndrome;
C4025360,Functional motor deficit,Finding;
C4025395,Comma-shaped scaphoid,Anatomical Abnormality;
C4025402,Comma-shaped carpal bones,Finding;
C4025596,Abnormality of connective tissue,Anatomical Abnormality;
C4025700,Trichodysplasia,Disease or Syndrome;
C4025727,Abnormality of the upper respiratory tract,Anatomical Abnormality;
C4025747,Bulbous tips of toes,Anatomical Abnormality;
C4025812,Dermatological manifestations of systemic disorders,Finding;
C4025820,Adrenocortical abnormality,Anatomical Abnormality;
C4025826,Abnormality of the urethra,Anatomical Abnormality;
C4025886,Severe periodontitis,Disease or Syndrome;
C4035864,Algorithmic,Finding;
C4035952,Data Accuracy,Qualitative Concept;
C4038460,Non-hematopoietic stem cell,Cell;
C4038738,Steep mandibular plane angle,Finding;
C4038901,Assessment of urinary status,Health Care Activity;
C4039204,Lesion of endometrium,Finding;
C4039223,Family history of sebaceous adenoma,Finding;
C4039404,Adenomyomatous polyp,Pathologic Function;
C4039627,Megrim,Food;
C4039848,Non-active caries,Disease or Syndrome;
C4040043,Collagenous gastritis,Disease or Syndrome;
C4040290,Primary caries,Disease or Syndrome;
C4040436,Dystrophic scrotal calcinosis,Disease or Syndrome;
C4040608,Upper arm part,Body Location or Region;
C4040620,Tooth number,Clinical Attribute;
C4040792,History of invasive malignant neoplasm of breast,Finding;
C4040797,Intraneural route,Functional Concept;
